ticket_id;fecha_creacion;fecha_cierre;canal;prioridad;categoria;subcategoria;estado;equipo_asignado;agente;cliente_empresa;ciudad;tipo_cliente;sla_horas;tiempo_resolucion_horas;cumple_sla;dias_abierto;satisfaccion_cliente
TCK-01975;2025-04-12;;Web;Media;ERP;Error en módulo;En progreso;Mesa de ayuda;María Paredes;Inversiones Sur;Huancayo;Externo;24;;No aplica;263;
TCK-01976;2025-11-17;2025-11-17;Chat;Media;Software;Error de aplicación;Cerrado;Seguridad;Valeria Rojas;Servicios Lima;Arequipa;Interno;24;8.0;Sí;0;4.0
TCK-01977;2025-09-02;2025-09-02;Web;Alta;Redes;VPN;Resuelto;Seguridad;Ricardo Flores;Logística Central;Huancayo;Externo;8;18.0;No;0;3.0
TCK-01978;2025-05-15;2025-05-17;Correo;Media;Accesos;Restablecimiento de contraseña;Resuelto;Soporte ERP;Camila Núñez;Inversiones Sur;Trujillo;Externo;24;57.0;No;2;2.0
TCK-01979;2025-03-09;;Teléfono;Media;Correo;No recibe correos;En progreso;Aplicaciones;Lucía Herrera;Logística Central;Lima;Externo;24;;No aplica;297;
TCK-01980;2025-09-22;2025-09-23;Teléfono;Media;Software;Instalación de programa;Cerrado;Seguridad;Ricardo Flores;Retail Norte;Lima;Externo;24;46.0;No;1;1.0
TCK-01981;2025-12-24;2025-12-26;Web;Baja;Hardware;Falla de impresora;Resuelto;Infraestructura;Jorge Salazar;Corporación Sierra;Trujillo;Interno;48;51.0;No;2;1.0
TCK-01982;2025-04-27;2025-04-29;Teléfono;Media;Correo;Configuración de Outlook;Cerrado;Infraestructura;Carlos Medina;Comercial Andina;Trujillo;Externo;24;60.0;No;2;3.0
TCK-01983;2025-04-19;2025-04-21;Correo;Media;Hardware;Cambio de periférico;Resuelto;Infraestructura;Carlos Medina;Grupo Pacífico;Trujillo;Externo;24;64.0;No;2;3.0
TCK-01984;2025-11-25;;Correo;Alta;Correo;Error de envío;Abierto;Soporte ERP;Camila Núñez;Inversiones Sur;Huancayo;Externo;8;;No aplica;36;
TCK-01985;2025-12-13;2025-12-17;Web;Baja;CRM;Error de registro;Resuelto;Soporte ERP;Camila Núñez;Servicios Lima;Arequipa;Interno;48;97.0;No;4;3.0
TCK-01986;2025-12-22;2025-12-25;Web;Baja;Accesos;Restablecimiento de contraseña;Cerrado;Aplicaciones;Lucía Herrera;Inversiones Sur;Lima;Externo;48;81.0;No;3;1.0
TCK-01987;2025-03-13;;Teléfono;Media;ERP;Problema de permisos;Abierto;Seguridad;Ricardo Flores;Corporación Sierra;Trujillo;Interno;24;;No aplica;293;
TCK-01988;2025-07-28;;Web;Alta;Hardware;Falla de impresora;Abierto;Infraestructura;Elena Chávez;Comercial Andina;Trujillo;Interno;8;;No aplica;156;
TCK-01989;2025-10-25;2025-10-27;Web;Baja;Correo;No recibe correos;Resuelto;Soporte ERP;Fernando Díaz;Distribuidora Horizonte;Lima;Interno;48;61.0;No;2;3.0
TCK-01990;2025-06-15;2025-06-19;Chat;Baja;Software;Instalación de programa;Cerrado;Mesa de ayuda;Luis Ramos;Comercial Andina;Cusco;Externo;48;113.0;No;4;2.0
TCK-01991;2025-11-09;2025-11-10;Correo;Media;Hardware;Equipo lento;Resuelto;Soporte ERP;Fernando Díaz;Retail Norte;Huancayo;Externo;24;42.0;No;1;3.0
TCK-01992;2025-11-24;2025-11-24;Web;Crítica;CRM;Consulta de cliente;Resuelto;Soporte ERP;Camila Núñez;Distribuidora Horizonte;Lima;Externo;4;10.0;No;0;1.0
TCK-01993;2025-02-02;2025-02-05;Web;Baja;Hardware;Falla de impresora;Resuelto;Aplicaciones;Lucía Herrera;Grupo Pacífico;Arequipa;Interno;48;79.0;No;3;3.0
TCK-01994;2025-05-23;;Teléfono;Alta;Software;Actualización fallida;Abierto;Mesa de ayuda;Luis Ramos;Retail Norte;Trujillo;Externo;8;;No aplica;222;
TCK-01995;2025-09-15;2025-09-15;Chat;Crítica;ERP;Consulta de proceso;Resuelto;Infraestructura;Elena Chávez;Retail Norte;Arequipa;Interno;4;2.0;Sí;0;5.0
TCK-01996;2025-11-30;2025-12-01;Chat;Baja;ERP;Problema de permisos;Resuelto;Infraestructura;Elena Chávez;Retail Norte;Arequipa;Interno;48;33.0;Sí;1;5.0
TCK-01997;2025-01-24;2025-01-24;Correo;Crítica;Software;Instalación de programa;Resuelto;Aplicaciones;Patricia León;Distribuidora Horizonte;Lima;Interno;4;1.0;Sí;0;4.0
TCK-01998;2025-09-23;2025-09-26;Web;Baja;Accesos;Restablecimiento de contraseña;Cerrado;Seguridad;Ricardo Flores;Grupo Pacífico;Cusco;Externo;48;78.0;No;3;1.0
TCK-01999;2025-11-30;2025-11-30;Chat;Alta;Correo;Error de envío;Resuelto;Mesa de ayuda;María Paredes;Comercial Andina;Trujillo;Interno;8;18.0;No;0;3.0
TCK-02000;2025-12-04;2025-12-04;Web;Media;ERP;Problema de permisos;Resuelto;Seguridad;Valeria Rojas;Retail Norte;Lima;Externo;24;4.0;Sí;0;5.0
TCK-02001;2025-10-31;2025-10-31;Teléfono;Media;Accesos;Restablecimiento de contraseña;Cerrado;Infraestructura;Jorge Salazar;Corporación Sierra;Trujillo;Interno;24;5.0;Sí;0;4.0
TCK-02002;2025-09-29;2025-09-29;Correo;Crítica;Accesos;Restablecimiento de contraseña;Resuelto;Infraestructura;Jorge Salazar;Servicios Lima;Arequipa;Externo;4;5.0;No;0;1.0
TCK-02003;2025-06-16;2025-06-17;Teléfono;Media;ERP;Consulta de proceso;Resuelto;Aplicaciones;Lucía Herrera;Distribuidora Horizonte;Lima;Interno;24;26.0;No;1;1.0
TCK-02004;2025-06-01;;Teléfono;Baja;Software;Actualización fallida;En progreso;Aplicaciones;Patricia León;Corporación Sierra;Cusco;Interno;48;;No aplica;213;
TCK-02005;2025-10-27;2025-10-27;Correo;Baja;Accesos;Permisos de usuario;Cancelado;Infraestructura;Carlos Medina;Grupo Pacífico;Cusco;Externo;48;;No aplica;0;
TCK-02006;2025-08-20;2025-08-21;Web;Baja;Software;Actualización fallida;Resuelto;Seguridad;Valeria Rojas;Comercial Andina;Huancayo;Externo;48;39.0;Sí;1;5.0
TCK-02007;2025-06-12;2025-06-16;Correo;Baja;Hardware;Falla de impresora;Resuelto;Aplicaciones;Patricia León;Corporación Sierra;Arequipa;Interno;48;97.0;No;4;3.0
TCK-02008;2025-08-14;2025-08-18;Teléfono;Baja;Hardware;Equipo lento;Resuelto;Seguridad;Valeria Rojas;Grupo Pacífico;Lima;Externo;48;119.0;No;4;3.0
TCK-02009;2025-10-19;2025-10-20;Web;Media;Redes;Lentitud de red;Resuelto;Seguridad;Valeria Rojas;Grupo Pacífico;Huancayo;Interno;24;33.0;No;1;2.0
TCK-02010;2025-01-20;2025-01-23;Web;Baja;Correo;Configuración de Outlook;Resuelto;Seguridad;Valeria Rojas;Retail Norte;Huancayo;Externo;48;82.0;No;3;2.0
TCK-02011;2025-10-18;2025-10-21;Teléfono;Baja;ERP;Error en módulo;Cerrado;Infraestructura;Elena Chávez;Comercial Andina;Arequipa;Interno;48;85.0;No;3;3.0
TCK-02012;2025-07-18;2025-07-21;Correo;Baja;Software;Error de aplicación;Resuelto;Seguridad;Valeria Rojas;Corporación Sierra;Lima;Externo;48;80.0;No;3;3.0
TCK-02013;2025-07-28;2025-08-01;Correo;Baja;Correo;Configuración de Outlook;Resuelto;Infraestructura;Elena Chávez;Servicios Lima;Huancayo;Externo;48;104.0;No;4;3.0
TCK-02014;2025-09-02;2025-09-03;Chat;Media;ERP;Consulta de proceso;Resuelto;Seguridad;Ricardo Flores;Inversiones Sur;Trujillo;Interno;24;42.0;No;1;1.0
TCK-02015;2025-05-07;2025-05-07;Correo;Alta;CRM;Problema de sincronización;Resuelto;Soporte ERP;Fernando Díaz;Retail Norte;Arequipa;Interno;8;21.0;No;0;3.0
TCK-02016;2025-04-08;;Chat;Media;Software;Instalación de programa;En progreso;Mesa de ayuda;Ana Torres;Comercial Andina;Lima;Externo;24;;No aplica;267;
TCK-02017;2025-06-02;2025-06-06;Correo;Baja;Accesos;Restablecimiento de contraseña;Resuelto;Soporte ERP;Fernando Díaz;Logística Central;Huancayo;Interno;48;119.0;No;4;2.0
TCK-02018;2025-10-16;;Correo;Media;Correo;Configuración de Outlook;Abierto;Seguridad;Valeria Rojas;Grupo Pacífico;Cusco;Externo;24;;No aplica;76;
TCK-02019;2025-03-09;2025-03-09;Correo;Media;Redes;Lentitud de red;Resuelto;Seguridad;Valeria Rojas;Grupo Pacífico;Huancayo;Externo;24;5.0;Sí;0;5.0
TCK-02020;2025-11-14;;Chat;Media;Software;Error de aplicación;Abierto;Aplicaciones;Patricia León;Comercial Andina;Cusco;Externo;24;;No aplica;47;
TCK-02021;2025-08-07;;Web;Baja;Redes;Lentitud de red;Abierto;Soporte ERP;Camila Núñez;Grupo Pacífico;Cusco;Interno;48;;No aplica;146;
TCK-02022;2025-11-29;2025-12-01;Chat;Media;Hardware;Equipo lento;Resuelto;Seguridad;Valeria Rojas;Servicios Lima;Lima;Externo;24;56.0;No;2;2.0
TCK-02023;2025-02-21;2025-02-23;Chat;Media;Accesos;Restablecimiento de contraseña;Resuelto;Aplicaciones;Patricia León;Logística Central;Huancayo;Externo;24;66.0;No;2;2.0
TCK-02024;2025-03-03;2025-03-03;Teléfono;Media;ERP;Error en módulo;Cancelado;Seguridad;Valeria Rojas;Corporación Sierra;Lima;Interno;24;;No aplica;0;
TCK-02025;2025-09-12;;Web;Alta;Accesos;Permisos de usuario;En progreso;Mesa de ayuda;Ana Torres;Corporación Sierra;Lima;Interno;8;;No aplica;110;
TCK-02026;2025-01-24;2025-01-25;Correo;Media;CRM;Consulta de cliente;Resuelto;Soporte ERP;Fernando Díaz;Servicios Lima;Cusco;Externo;24;28.0;No;1;1.0
TCK-02027;2025-08-24;;Correo;Alta;Redes;VPN;En progreso;Aplicaciones;Diego Vargas;Logística Central;Cusco;Interno;8;;No aplica;129;
TCK-02028;2025-05-19;2025-05-19;Web;Crítica;Correo;Error de envío;Cerrado;Infraestructura;Carlos Medina;Inversiones Sur;Lima;Interno;4;12.0;No;0;2.0
TCK-02029;2025-07-31;2025-08-04;Correo;Baja;CRM;Problema de sincronización;Resuelto;Mesa de ayuda;María Paredes;Inversiones Sur;Lima;Externo;48;96.0;No;4;1.0
TCK-02030;2025-12-03;2025-12-05;Correo;Media;Redes;VPN;Resuelto;Seguridad;Ricardo Flores;Logística Central;Lima;Interno;24;49.0;No;2;3.0
TCK-02031;2025-01-01;;Correo;Media;ERP;Error en módulo;Abierto;Aplicaciones;Diego Vargas;Logística Central;Arequipa;Externo;24;;No aplica;364;
TCK-02032;2025-12-09;;Web;Media;Accesos;Restablecimiento de contraseña;Abierto;Seguridad;Valeria Rojas;Comercial Andina;Lima;Externo;24;;No aplica;22;
TCK-02033;2025-01-06;2025-01-06;Web;Baja;ERP;Consulta de proceso;Cerrado;Aplicaciones;Diego Vargas;Retail Norte;Cusco;Externo;48;10.0;Sí;0;4.0
TCK-02034;2025-11-06;;Chat;Media;Hardware;Cambio de periférico;En progreso;Mesa de ayuda;María Paredes;Servicios Lima;Cusco;Externo;24;;No aplica;55;
TCK-02035;2025-07-21;2025-07-24;Teléfono;Baja;Hardware;Equipo lento;Cerrado;Soporte ERP;Camila Núñez;Corporación Sierra;Arequipa;Interno;48;92.0;No;3;2.0
TCK-02036;2025-10-01;2025-10-02;Web;Alta;Correo;Configuración de Outlook;Resuelto;Aplicaciones;Patricia León;Corporación Sierra;Arequipa;Externo;8;24.0;No;1;3.0
TCK-02037;2025-04-16;2025-04-17;Chat;Media;Accesos;Restablecimiento de contraseña;Resuelto;Infraestructura;Carlos Medina;Servicios Lima;Cusco;Externo;24;42.0;No;1;2.0
TCK-02038;2025-01-11;;Web;Media;CRM;Problema de sincronización;Abierto;Seguridad;Ricardo Flores;Distribuidora Horizonte;Lima;Interno;24;;No aplica;354;
TCK-02039;2025-01-22;2025-01-23;Chat;Media;Correo;No recibe correos;Resuelto;Soporte ERP;Camila Núñez;Servicios Lima;Lima;Interno;24;29.0;No;1;3.0
TCK-02040;2025-03-16;;Teléfono;Media;Correo;Error de envío;Abierto;Soporte ERP;Camila Núñez;Comercial Andina;Arequipa;Interno;24;;No aplica;290;
TCK-02041;2025-07-24;;Correo;Media;ERP;Consulta de proceso;Abierto;Mesa de ayuda;Luis Ramos;Distribuidora Horizonte;Huancayo;Interno;24;;No aplica;160;
TCK-02042;2025-01-10;2025-01-12;Correo;Media;Hardware;Falla de impresora;Resuelto;Seguridad;Valeria Rojas;Inversiones Sur;Arequipa;Externo;24;65.0;No;2;3.0
TCK-02043;2025-12-24;2025-12-24;Chat;Crítica;ERP;Error en módulo;Resuelto;Infraestructura;Carlos Medina;Distribuidora Horizonte;Lima;Externo;4;7.0;No;0;3.0
TCK-02044;2025-02-07;2025-02-09;Teléfono;Media;Correo;Error de envío;Cerrado;Seguridad;Valeria Rojas;Corporación Sierra;Trujillo;Interno;24;56.0;No;2;1.0
TCK-02045;2025-05-08;2025-05-12;Correo;Baja;Hardware;Falla de impresora;Resuelto;Infraestructura;Carlos Medina;Grupo Pacífico;Trujillo;Interno;48;102.0;No;4;3.0
TCK-02046;2025-06-04;2025-06-04;Correo;Media;Accesos;Restablecimiento de contraseña;Cerrado;Infraestructura;Jorge Salazar;Corporación Sierra;Lima;Externo;24;10.0;Sí;0;5.0
TCK-02047;2025-05-02;2025-05-02;Correo;Media;Hardware;Falla de impresora;Resuelto;Mesa de ayuda;Ana Torres;Retail Norte;Trujillo;Externo;24;5.0;Sí;0;4.0
TCK-02048;2025-01-06;2025-01-06;Chat;Media;Software;Error de aplicación;Resuelto;Infraestructura;Elena Chávez;Comercial Andina;Huancayo;Externo;24;21.0;Sí;0;4.0
TCK-02049;2025-11-08;;Correo;Alta;Accesos;Permisos de usuario;En progreso;Soporte ERP;Camila Núñez;Inversiones Sur;Huancayo;Interno;8;;No aplica;53;
TCK-02050;2025-10-22;2025-10-22;Web;Alta;Hardware;Cambio de periférico;Resuelto;Soporte ERP;Camila Núñez;Comercial Andina;Huancayo;Externo;8;13.0;No;0;2.0
TCK-02051;2025-06-01;2025-06-02;Teléfono;Alta;ERP;Problema de permisos;Resuelto;Infraestructura;Carlos Medina;Inversiones Sur;Arequipa;Externo;8;24.0;No;1;2.0
TCK-02052;2025-06-18;2025-06-18;Correo;Alta;ERP;Problema de permisos;Resuelto;Mesa de ayuda;María Paredes;Corporación Sierra;Arequipa;Externo;8;18.0;No;0;1.0
TCK-02053;2025-05-26;2025-05-28;Chat;Baja;Accesos;Permisos de usuario;Cerrado;Infraestructura;Carlos Medina;Inversiones Sur;Huancayo;Interno;48;71.0;No;2;3.0
TCK-02054;2025-09-11;2025-09-11;Correo;Media;Software;Instalación de programa;Resuelto;Mesa de ayuda;Luis Ramos;Grupo Pacífico;Arequipa;Externo;24;7.0;Sí;0;5.0
TCK-02055;2025-01-06;;Correo;Baja;Accesos;Permisos de usuario;En progreso;Mesa de ayuda;Ana Torres;Servicios Lima;Arequipa;Interno;48;;No aplica;359;
TCK-02056;2025-07-07;2025-07-07;Web;Crítica;Software;Actualización fallida;Resuelto;Mesa de ayuda;Ana Torres;Distribuidora Horizonte;Huancayo;Interno;4;7.0;No;0;2.0
TCK-02057;2025-02-18;2025-02-18;Correo;Crítica;Correo;No recibe correos;Resuelto;Aplicaciones;Patricia León;Grupo Pacífico;Arequipa;Externo;4;2.0;Sí;0;4.0
TCK-02058;2025-05-06;2025-05-07;Web;Media;Hardware;Cambio de periférico;Resuelto;Seguridad;Valeria Rojas;Inversiones Sur;Huancayo;Interno;24;44.0;No;1;3.0
TCK-02059;2025-08-28;2025-08-30;Web;Media;Correo;Configuración de Outlook;Resuelto;Mesa de ayuda;María Paredes;Corporación Sierra;Trujillo;Externo;24;55.0;No;2;3.0
TCK-02060;2025-04-20;;Web;Media;Software;Error de aplicación;En progreso;Aplicaciones;Lucía Herrera;Distribuidora Horizonte;Arequipa;Externo;24;;No aplica;255;
TCK-02061;2025-07-22;2025-07-22;Web;Crítica;Hardware;Equipo lento;Resuelto;Infraestructura;Elena Chávez;Distribuidora Horizonte;Trujillo;Interno;4;9.0;No;0;2.0
TCK-02062;2025-05-06;;Chat;Baja;Software;Error de aplicación;Abierto;Mesa de ayuda;María Paredes;Inversiones Sur;Trujillo;Externo;48;;No aplica;239;
TCK-02063;2025-05-04;;Correo;Baja;ERP;Problema de permisos;En progreso;Seguridad;Ricardo Flores;Grupo Pacífico;Huancayo;Externo;48;;No aplica;241;
TCK-02064;2025-05-29;2025-05-29;Correo;Alta;Software;Instalación de programa;Resuelto;Infraestructura;Carlos Medina;Corporación Sierra;Trujillo;Externo;8;21.0;No;0;3.0
TCK-02065;2025-12-01;2025-12-01;Correo;Alta;Software;Actualización fallida;Resuelto;Infraestructura;Carlos Medina;Inversiones Sur;Huancayo;Interno;8;6.0;Sí;0;4.0
TCK-02066;2025-12-18;;Correo;Media;Hardware;Equipo lento;En progreso;Seguridad;Ricardo Flores;Servicios Lima;Huancayo;Externo;24;;No aplica;13;
TCK-02067;2025-05-31;2025-06-04;Correo;Baja;Hardware;Cambio de periférico;Resuelto;Soporte ERP;Fernando Díaz;Comercial Andina;Trujillo;Externo;48;112.0;No;4;2.0
TCK-02068;2025-02-13;2025-02-13;Correo;Alta;Accesos;Restablecimiento de contraseña;Resuelto;Seguridad;Valeria Rojas;Corporación Sierra;Cusco;Interno;8;8.0;Sí;0;4.0
TCK-02069;2025-03-05;2025-03-05;Correo;Media;Redes;Sin conexión;Resuelto;Infraestructura;Elena Chávez;Grupo Pacífico;Huancayo;Externo;24;23.0;Sí;0;4.0
TCK-02070;2025-09-10;;Web;Media;Hardware;Falla de impresora;En progreso;Soporte ERP;Fernando Díaz;Corporación Sierra;Trujillo;Externo;24;;No aplica;112;
TCK-02071;2025-09-02;;Correo;Baja;Correo;Error de envío;Abierto;Mesa de ayuda;Ana Torres;Corporación Sierra;Lima;Externo;48;;No aplica;120;
TCK-02072;2025-11-11;2025-11-11;Correo;Media;Software;Actualización fallida;Cerrado;Aplicaciones;Patricia León;Comercial Andina;Trujillo;Externo;24;10.0;Sí;0;4.0
TCK-02073;2025-09-11;2025-09-11;Correo;Media;Accesos;Permisos de usuario;Cerrado;Soporte ERP;Fernando Díaz;Corporación Sierra;Trujillo;Externo;24;21.0;Sí;0;5.0
TCK-02074;2025-10-19;2025-10-22;Chat;Baja;Software;Error de aplicación;Resuelto;Mesa de ayuda;Ana Torres;Corporación Sierra;Huancayo;Externo;48;89.0;No;3;2.0
TCK-02075;2025-05-15;2025-05-15;Chat;Media;Accesos;Permisos de usuario;Resuelto;Aplicaciones;Lucía Herrera;Distribuidora Horizonte;Cusco;Interno;24;17.0;Sí;0;4.0
TCK-02076;2025-10-28;2025-10-28;Teléfono;Media;Correo;Configuración de Outlook;Resuelto;Aplicaciones;Lucía Herrera;Retail Norte;Arequipa;Externo;24;8.0;Sí;0;5.0
TCK-02077;2025-06-10;2025-06-10;Correo;Alta;ERP;Error en módulo;Resuelto;Infraestructura;Jorge Salazar;Corporación Sierra;Arequipa;Interno;8;6.0;Sí;0;4.0
TCK-02078;2025-04-24;2025-04-24;Chat;Alta;Software;Error de aplicación;Resuelto;Infraestructura;Elena Chávez;Retail Norte;Lima;Externo;8;21.0;No;0;2.0
TCK-02079;2025-10-15;;Chat;Alta;ERP;Error en módulo;Abierto;Infraestructura;Elena Chávez;Distribuidora Horizonte;Trujillo;Interno;8;;No aplica;77;
TCK-02080;2025-03-12;2025-03-12;Chat;Baja;ERP;Consulta de proceso;Cancelado;Seguridad;Valeria Rojas;Grupo Pacífico;Huancayo;Externo;48;;No aplica;0;
TCK-02081;2025-08-25;;Teléfono;Media;Correo;Configuración de Outlook;Abierto;Soporte ERP;Fernando Díaz;Grupo Pacífico;Huancayo;Externo;24;;No aplica;128;
TCK-02082;2025-09-27;;Web;Media;ERP;Problema de permisos;Abierto;Aplicaciones;Patricia León;Corporación Sierra;Cusco;Interno;24;;No aplica;95;
TCK-02083;2025-07-16;;Teléfono;Baja;ERP;Consulta de proceso;En progreso;Soporte ERP;Camila Núñez;Corporación Sierra;Arequipa;Externo;48;;No aplica;168;
TCK-02084;2025-10-22;2025-10-22;Web;Baja;Accesos;Restablecimiento de contraseña;Cancelado;Aplicaciones;Lucía Herrera;Corporación Sierra;Trujillo;Externo;48;;No aplica;0;
TCK-02085;2025-07-18;;Correo;Media;Hardware;Cambio de periférico;En progreso;Seguridad;Ricardo Flores;Servicios Lima;Trujillo;Interno;24;;No aplica;166;
TCK-02086;2025-01-26;2025-01-26;Teléfono;Crítica;Accesos;Restablecimiento de contraseña;Cerrado;Seguridad;Valeria Rojas;Grupo Pacífico;Lima;Interno;4;7.0;No;0;2.0
TCK-02087;2025-07-02;2025-07-04;Chat;Media;Accesos;Permisos de usuario;Resuelto;Aplicaciones;Diego Vargas;Corporación Sierra;Arequipa;Externo;24;49.0;No;2;2.0
TCK-02088;2025-06-30;;Correo;Baja;Accesos;Permisos de usuario;En progreso;Mesa de ayuda;Ana Torres;Comercial Andina;Trujillo;Externo;48;;No aplica;184;
TCK-02089;2025-06-22;2025-06-24;Web;Baja;CRM;Error de registro;Cerrado;Aplicaciones;Lucía Herrera;Comercial Andina;Arequipa;Interno;48;61.0;No;2;2.0
TCK-02090;2025-06-30;;Correo;Alta;Redes;VPN;En progreso;Aplicaciones;Patricia León;Distribuidora Horizonte;Arequipa;Interno;8;;No aplica;184;
TCK-02091;2025-03-15;;Teléfono;Baja;Accesos;Cuenta bloqueada;En progreso;Seguridad;Ricardo Flores;Servicios Lima;Arequipa;Externo;48;;No aplica;291;
TCK-02092;2025-01-22;2025-01-22;Teléfono;Media;Accesos;Restablecimiento de contraseña;Cancelado;Mesa de ayuda;María Paredes;Logística Central;Arequipa;Interno;24;;No aplica;0;
TCK-02093;2025-09-20;;Web;Crítica;ERP;Consulta de proceso;Abierto;Mesa de ayuda;María Paredes;Servicios Lima;Lima;Externo;4;;No aplica;102;
TCK-02094;2025-02-05;;Correo;Media;CRM;Problema de sincronización;Abierto;Mesa de ayuda;María Paredes;Distribuidora Horizonte;Cusco;Externo;24;;No aplica;329;
TCK-02095;2025-10-22;2025-10-22;Chat;Alta;Software;Actualización fallida;Resuelto;Aplicaciones;Patricia León;Servicios Lima;Arequipa;Externo;8;21.0;No;0;2.0
TCK-02096;2025-09-27;;Correo;Media;Software;Instalación de programa;Abierto;Seguridad;Valeria Rojas;Logística Central;Cusco;Interno;24;;No aplica;95;
TCK-02097;2025-10-21;2025-10-21;Correo;Media;Correo;Error de envío;Cancelado;Mesa de ayuda;Luis Ramos;Comercial Andina;Huancayo;Externo;24;;No aplica;0;
TCK-02098;2025-03-28;;Teléfono;Alta;CRM;Error de registro;En progreso;Infraestructura;Carlos Medina;Inversiones Sur;Cusco;Interno;8;;No aplica;278;
TCK-02099;2025-06-20;2025-06-22;Web;Media;Accesos;Restablecimiento de contraseña;Cerrado;Aplicaciones;Patricia León;Comercial Andina;Huancayo;Interno;24;60.0;No;2;3.0
TCK-02100;2025-08-24;2025-08-25;Web;Media;Correo;Error de envío;Resuelto;Mesa de ayuda;María Paredes;Logística Central;Lima;Externo;24;38.0;No;1;3.0
TCK-02101;2025-09-25;2025-09-26;Teléfono;Alta;CRM;Consulta de cliente;Resuelto;Infraestructura;Elena Chávez;Inversiones Sur;Cusco;Externo;8;24.0;No;1;3.0
TCK-02102;2025-05-22;;Correo;Media;CRM;Error de registro;En progreso;Infraestructura;Jorge Salazar;Comercial Andina;Arequipa;Externo;24;;No aplica;223;
TCK-02103;2025-11-15;2025-11-16;Teléfono;Alta;Accesos;Permisos de usuario;Resuelto;Soporte ERP;Fernando Díaz;Retail Norte;Trujillo;Interno;8;24.0;No;1;1.0
TCK-02104;2025-07-16;;Web;Baja;ERP;Problema de permisos;En progreso;Mesa de ayuda;Luis Ramos;Retail Norte;Cusco;Interno;48;;No aplica;168;
TCK-02105;2025-08-28;2025-08-28;Web;Alta;Accesos;Permisos de usuario;Cerrado;Aplicaciones;Lucía Herrera;Logística Central;Trujillo;Interno;8;15.0;No;0;1.0
TCK-02106;2025-05-01;;Correo;Media;Accesos;Restablecimiento de contraseña;En progreso;Seguridad;Ricardo Flores;Grupo Pacífico;Huancayo;Interno;24;;No aplica;244;
TCK-02107;2025-08-30;;Teléfono;Media;CRM;Problema de sincronización;Abierto;Aplicaciones;Diego Vargas;Distribuidora Horizonte;Lima;Externo;24;;No aplica;123;
TCK-02108;2025-08-27;2025-08-28;Chat;Media;Hardware;Cambio de periférico;Resuelto;Seguridad;Valeria Rojas;Distribuidora Horizonte;Arequipa;Externo;24;29.0;No;1;3.0
TCK-02109;2025-09-26;2025-09-28;Correo;Baja;Correo;Configuración de Outlook;Cerrado;Mesa de ayuda;Luis Ramos;Servicios Lima;Trujillo;Interno;48;53.0;No;2;3.0
TCK-02110;2025-02-03;2025-02-05;Correo;Media;Redes;VPN;Resuelto;Soporte ERP;Camila Núñez;Grupo Pacífico;Trujillo;Interno;24;68.0;No;2;2.0
TCK-02111;2025-10-09;2025-10-09;Web;Media;CRM;Error de registro;Resuelto;Mesa de ayuda;María Paredes;Distribuidora Horizonte;Trujillo;Interno;24;23.0;Sí;0;4.0
TCK-02112;2025-10-31;;Web;Alta;ERP;Problema de permisos;Abierto;Soporte ERP;Fernando Díaz;Inversiones Sur;Lima;Interno;8;;No aplica;61;
TCK-02113;2025-03-21;2025-03-21;Chat;Media;ERP;Consulta de proceso;Resuelto;Mesa de ayuda;María Paredes;Grupo Pacífico;Lima;Externo;24;4.0;Sí;0;5.0
TCK-02114;2025-07-18;2025-07-22;Teléfono;Baja;CRM;Error de registro;Resuelto;Mesa de ayuda;Luis Ramos;Grupo Pacífico;Huancayo;Externo;48;107.0;No;4;1.0
TCK-02115;2025-10-29;2025-10-29;Web;Media;Software;Error de aplicación;Resuelto;Aplicaciones;Lucía Herrera;Corporación Sierra;Arequipa;Externo;24;9.0;Sí;0;4.0
TCK-02116;2025-06-11;2025-06-13;Correo;Media;Correo;Error de envío;Resuelto;Soporte ERP;Fernando Díaz;Servicios Lima;Arequipa;Externo;24;61.0;No;2;1.0
TCK-02117;2025-09-07;2025-09-07;Web;Media;CRM;Consulta de cliente;Cerrado;Infraestructura;Carlos Medina;Inversiones Sur;Arequipa;Externo;24;9.0;Sí;0;5.0
TCK-02118;2025-08-14;;Teléfono;Crítica;Hardware;Cambio de periférico;En progreso;Seguridad;Ricardo Flores;Logística Central;Arequipa;Externo;4;;No aplica;139;
TCK-02119;2025-01-23;2025-01-26;Correo;Baja;Hardware;Equipo lento;Resuelto;Aplicaciones;Patricia León;Logística Central;Trujillo;Interno;48;91.0;No;3;3.0
TCK-02120;2025-02-22;2025-02-22;Teléfono;Baja;CRM;Problema de sincronización;Cancelado;Mesa de ayuda;Ana Torres;Corporación Sierra;Cusco;Externo;48;;No aplica;0;
TCK-02121;2025-06-16;2025-06-18;Web;Media;Correo;Configuración de Outlook;Cerrado;Mesa de ayuda;María Paredes;Comercial Andina;Cusco;Externo;24;61.0;No;2;3.0
TCK-02122;2025-08-17;;Web;Baja;ERP;Consulta de proceso;En progreso;Aplicaciones;Diego Vargas;Corporación Sierra;Cusco;Externo;48;;No aplica;136;
TCK-02123;2025-05-15;2025-05-17;Web;Media;Hardware;Equipo lento;Cerrado;Seguridad;Valeria Rojas;Logística Central;Lima;Interno;24;59.0;No;2;1.0
TCK-02124;2025-03-10;2025-03-12;Web;Media;Correo;Configuración de Outlook;Cerrado;Infraestructura;Carlos Medina;Inversiones Sur;Cusco;Externo;24;50.0;No;2;2.0
